employee_id,first_name,department,job_role,gender,age,city,experience_years,salary,performance_score,attendance_percentage,projects_completed,work_mode,education,joining_year,manager_id,bonus,satisfaction_score
E1445,Rahul,IT,ML Engineer,Female,32,Kochi,4,55451,94,77.3,14,Hybrid,MSc,2021,M101,15731,4
E1446,Nikhil,Finance,Financial Analyst,Female,48,Chennai,0,35817,80,86.1,11,Remote,MBA,2018,M110,20827,8
E1447,Nikhil,Marketing,Marketing Executive,Female,30,Kochi,6,61240,94,85.8,13,Remote,MBA,2023,M105,27098,9
E1448,Devika,Sales,Business Development Executive,Male,28,Trivandrum,7,63948,65,86.2,13,Hybrid,BCom,2024,M104,12680,5
E1449,Nikhil,HR,HR Analyst,Female,49,Trivandrum,15,117161,81,90.5,6,Hybrid,BCom,2019,M109,21790,7
E1450,Reshma,IT,ML Engineer,Male,27,Bangalore,12,94692,92,77.1,5,Hybrid,MBA,2025,M110,17994,7
E1451,Anjali,HR,Recruiter,Female,33,Kochi,6,55794,70,77.7,7,Office,MSc,2019,M108,5933,5
E1452,Kiran,Sales,Sales Executive,Male,26,Mumbai,10,89487,77,95.5,5,Remote,MCA,2018,M109,26127,8
E1453,Rahul,Operations,Operations Executive,Female,31,Kochi,12,88433,92,92.4,11,Office,MSc,2022,M106,5117,5
E1454,Arjun,Finance,Finance Executive,Male,23,Trivandrum,3,48335,82,99.6,9,Remote,BCom,2019,M103,12942,6
E1455,Diya,HR,HR Executive,Male,22,Bangalore,1,32632,92,98.2,10,Hybrid,BSc,2019,M106,28708,4
E1456,Diya,Operations,Operations Executive,Female,46,Mumbai,15,95590,75,91.6,6,Remote,BSc,2025,M108,17620,9
E1457,Vishnu,Finance,Finance Executive,Female,35,Trivandrum,15,93427,67,86.2,7,Remote,MSc,2017,M106,12394,9
E1458,Rohan,HR,HR Executive,Male,27,Pune,9,64150,75,81.4,6,Remote,MSc,2023,M104,4311,5
E1459,Fathima,Operations,Operations Executive,Male,50,Bangalore,14,100854,64,89.6,4,Office,BCom,2020,M106,19222,10
E1460,Fathima,IT,Data Analyst,Male,34,Mumbai,7,68138,87,88.5,9,Remote,MBA,2023,M110,19948,6
E1461,Akhil,IT,Data Analyst,Female,29,Chennai,10,78957,100,82.6,9,Office,MBA,2016,M107,25369,5
E1462,Rahul,Marketing,SEO Analyst,Male,46,Pune,8,77172,56,76.8,2,Remote,MCA,2021,M105,29027,10
E1463,Adithya,Marketing,Content Strategist,Male,34,Trivandrum,0,43036,65,80.4,12,Office,MCA,2016,M108,29134,5
E1464,Sneha,Finance,Finance Executive,Male,39,Pune,7,77384,69,78.9,9,Hybrid,MBA,2016,M110,19987,6
E1465,Adithya,Sales,Business Development Executive,Female,43,Trivandrum,2,48206,93,97.9,7,Office,MCA,2016,M105,18559,10
E1466,Meera,HR,Recruiter,Male,24,Hyderabad,8,73038,67,82.5,8,Remote,BCom,2021,M104,4040,10
E1467,Arjun,IT,Developer,Female,39,Pune,15,107877,78,91.1,4,Office,MSc,2019,M104,28691,7
E1468,Anjali,Marketing,Marketing Executive,Female,32,Trivandrum,4,54933,93,77.6,10,Office,BTech,2018,M109,8622,9
E1469,Aparna,IT,ML Engineer,Male,23,Bangalore,4,57353,93,78.3,3,Hybrid,MBA,2024,M103,15434,8
E1470,Akhil,HR,Recruiter,Male,32,Chennai,15,102589,59,94.1,10,Hybrid,MBA,2016,M105,15100,5
E1471,Meera,IT,Data Analyst,Male,50,Kochi,0,44067,83,90.8,14,Office,BCom,2023,M110,16670,8
E1472,Varun,Marketing,Content Strategist,Female,31,Pune,1,38813,57,85.1,14,Hybrid,BCom,2025,M102,28131,5
E1473,Aparna,IT,Developer,Female,40,Mumbai,8,78723,62,87.6,12,Office,BCom,2020,M109,12473,4
E1474,Amal,Operations,Operations Executive,Male,46,Kochi,2,39243,84,77.3,2,Hybrid,MBA,2019,M109,13954,8
E1475,Adithya,Marketing,SEO Analyst,Male,42,Kochi,2,56570,98,78.0,12,Remote,MCA,2017,M105,10249,5
E1476,Rohan,Marketing,Content Strategist,Male,22,Mumbai,9,63298,84,76.8,6,Hybrid,MBA,2018,M110,18696,9
E1477,Varun,Sales,Business Development Executive,Female,37,Hyderabad,5,52391,56,81.2,2,Hybrid,MCA,2020,M104,2615,7
E1478,Reshma,Operations,Operations Manager,Male,49,Hyderabad,11,69413,84,87.7,9,Remote,BTech,2018,M104,17847,4
E1479,Sneha,Finance,Financial Analyst,Male,50,Chennai,4,54758,96,93.8,12,Office,BTech,2018,M105,16290,4
E1480,Diya,HR,HR Executive,Male,37,Bangalore,15,86301,59,81.5,13,Office,MBA,2022,M101,3770,5
E1481,Nikhil,HR,HR Analyst,Male,46,Kochi,4,43403,92,82.3,6,Hybrid,MCA,2021,M110,13479,5
E1482,Diya,Finance,Accountant,Male,50,Mumbai,8,75035,60,95.8,6,Hybrid,MCA,2022,M103,5981,9
E1483,Nikhil,Finance,Accountant,Male,30,Mumbai,6,62795,63,79.1,2,Office,MSc,2017,M103,3209,5
E1484,Neha,Finance,Finance Executive,Female,37,Chennai,5,67261,57,85.7,9,Office,MBA,2024,M104,19348,4
E1485,Nikhil,Finance,Accountant,Female,25,Mumbai,11,83721,70,99.7,3,Hybrid,BSc,2022,M110,2028,6
E1486,Diya,Operations,Operations Executive,Male,36,Bangalore,14,90216,86,83.5,2,Remote,MCA,2021,M103,9399,5
E1487,Fathima,Sales,Sales Executive,Male,23,Pune,2,47041,80,97.5,6,Remote,MSc,2024,M101,19812,6
E1488,Amal,HR,HR Executive,Male,47,Bangalore,10,57041,57,95.6,12,Hybrid,BCom,2021,M107,21613,8
E1489,Rahul,IT,ML Engineer,Male,22,Trivandrum,4,56252,87,81.8,14,Office,MBA,2022,M109,6071,4
E1490,Vishnu,Finance,Accountant,Male,49,Hyderabad,2,43936,92,91.7,9,Hybrid,BTech,2025,M106,11896,4
E1491,Nikhil,Finance,Finance Executive,Female,36,Kochi,0,37868,89,88.0,5,Hybrid,BCom,2022,M109,25214,9
E1492,Sneha,Finance,Financial Analyst,Male,28,Bangalore,11,79861,74,88.7,2,Office,MSc,2025,M107,24104,9
E1493,Amal,Operations,Operations Executive,Female,38,Trivandrum,7,65707,67,99.0,2,Remote,BSc,2016,M105,14501,4
E1494,Reshma,HR,HR Analyst,Female,46,Mumbai,7,56763,70,86.3,10,Hybrid,MSc,2022,M105,27008,4
E1495,Rohan,IT,Developer,Female,34,Mumbai,4,67238,74,89.6,5,Remote,MSc,2017,M107,16781,9
E1496,Varun,IT,ML Engineer,Male,26,Chennai,6,73438,91,88.2,9,Hybrid,MCA,2023,M105,17882,6
E1497,Varun,HR,HR Analyst,Female,23,Bangalore,12,82773,70,88.8,12,Remote,BTech,2020,M102,10106,7
E1498,Adithya,IT,Tester,Male,49,Pune,15,106371,57,87.2,7,Office,BTech,2020,M106,4860,5
E1499,Akhil,Sales,Business Development Executive,Male,46,Trivandrum,9,65049,78,79.7,13,Hybrid,BTech,2023,M104,29391,5
E1500,Aparna,Sales,Business Development Executive,Male,46,Kochi,14,101537,89,99.7,4,Hybrid,MCA,2021,M103,7021,8
E1309,Devika,HR,HR Executive,Female,21,Trivandrum,4,57434,76,80.7,15,Office,BTech,2024,M110,8837,5
E1014,Arjun,Finance,Finance Executive,Female,28,Kochi,3,54382,65,83.5,9,Hybrid,BCom,2025,M103,18646,7
E1415,Diya,Operations,Operations Manager,Female,37,Chennai,7,76147,56,99.3,4,Office,MSc,2023,M109,18195,5
E1033,Fathima,Operations,Operations Executive,Male,23,Hyderabad,14,83386,79,88.8,5,Office,BTech,2022,M105,23545,5
E1461,Akhil,IT,Data Analyst,Female,29,Chennai,10,78957,100,82.6,9,Office,MBA,2016,M107,25369,5
